"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1004","Webhook integration should work","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithWebhooks"
"","1002","Test different mobile network conditions [4] 5G","","2026-09-21","passed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileNetworkConditions"
"","1","Test different event observability features [4] Tracing","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventObservabilityFeatures"
"","1","Test different event types [2] Order Placed","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventTypes"
"","1002","Test different mobile browsers [3] Firefox Mobile","","2026-09-21","passed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileBrowsers"
"","0","shouldDeleteOrderById(int) Delete order with ID: 72","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldDeleteOrderById"
"","1","shouldDeleteProductById(int) Delete product with ID: 50","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldDeleteProductById"
"","1","shouldSearchNotificationsByType(String) Search notifications by type: maintenance","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldSearchNotificationsByType"
"","1","Test different log processing modes [1] Real-time","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogProcessingModes"
"","1001","shouldTrackOrderStatus(String) Track order status: Cancelled","","2026-09-21","passed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldTrackOrderStatus"
"","0","shouldValidateProductAvailability(String) Validate product availability: out_of_stock","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldValidateProductAvailability"
"","0","shouldTestNotificationScheduling(String) Test notification scheduling for: custom","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldTestNotificationScheduling"
"","22","shouldSearchWithRatingFilter(String) Search with rating filter: 4 stars","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithRatingFilter"
"","1","Test different logging use cases [2] Security","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLoggingUseCases"
"","2","Test different event priorities [2] Medium, 5 minutes","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventPriorities"
"","1002","shouldTestOrderNotifications(String) Test order notifications: WhatsApp","","2026-09-21","passed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldTestOrderNotifications"
"","1","shouldTestPaymentProcessing(String) Test payment processing for: crypto","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldTestPaymentProcessing"
"","1001","shouldTestOrderNotifications(String) Test order notifications: Telegram","","2026-09-21","passed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldTestOrderNotifications"
"","1","shouldTestNotificationScheduling(String) Test notification scheduling for: 1 day","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldTestNotificationScheduling"
"","1","shouldUpdateNotificationStatus(String, String) Update notification Notification B status to delivered","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldUpdateNotificationStatus"
"","1028","Test notification system","","2026-09-21","failed","2026-09-21","","io.demo.NotificationSystemTest","io.demo.NotificationSystemTest","shouldTestBasicFunctionality"
"","1002","Test different mobile screen resolutions [5] 1024x1366","","2026-09-21","passed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileScreenResolutions"
"","1003","Test different mobile sensors [1] GPS","","2026-09-21","passed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileSensors"
"","1","shouldTestNotificationScheduling(String) Test notification scheduling for: 1 hour","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldTestNotificationScheduling"
"","1","shouldVerifyProductImages(String) Verify product images for: Back View","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldVerifyProductImages"
"","1002","Test different mobile orientations [3] Square, 400x400","","2026-09-21","passed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileOrientations"
"","1","shouldUpdateProductPrice(String, double) Update product Product C price to 79.99","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldUpdateProductPrice"
"","1","Test different log processing modes [2] Batch","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogProcessingModes"
"","4","Test different event priorities [1] High, Immediate","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventPriorities"
"","2","Test different log processing modes [4] On-demand","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogProcessingModes"
"","1","shouldTestNotificationDelivery(String) Test notification delivery for: immediate","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldTestNotificationDelivery"
"","1002","shouldIntegrateWithShippingProvider(String) Test shipping provider integration: Australia Post","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithShippingProvider"
"","1001","Test workflow execution","","2026-09-21","passed","2026-09-21","","io.demo.WorkflowTest","io.demo.WorkflowTest","shouldTestWorkflowExecution"
"","1","shouldDeleteOrderById(int) Delete order with ID: 66","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldDeleteOrderById"
"","2","Test third-party API integration","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationApiTest","io.demo.IntegrationApiTest","shouldTestThirdPartyApiIntegration"
"","24","shouldSearchWithAvailabilityFilter(String) Search with availability filter: Pre-order","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithAvailabilityFilter"
"","1002","shouldIntegrateWithAnalytics(String) Test analytics integration: Mixpanel","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithAnalytics"
"","5","shouldCheckProductDimensions(String) Check product dimensions for: Small","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldCheckProductDimensions"
"","1","shouldCreateNotificationTemplate(String) Create notification template: Order Update","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldCreateNotificationTemplate"
"","1","shouldGetOrderById(int) Get order by ID: 59","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldGetOrderById"
"","0","shouldCreateNotificationTemplate(String) Create notification template: Price Alert","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldCreateNotificationTemplate"
"","1002","shouldTestShippingMethod(String) Test shipping method: Overnight","","2026-09-21","passed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldTestShippingMethod"
"","1","shouldValidateOrderTotal(String, double) Validate order total for: Order C","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldValidateOrderTotal"
"","1","Test different log fields [3] Source","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogFields"
"","1","shouldDeleteProductById(int) Delete product with ID: 42","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldDeleteProductById"
"","1026","shouldIntegrateWithPaymentMethod(String) Test payment method integration: Worldpay","","2026-09-21","failed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithPaymentMethod"
"","1002","Cancel existing order","","2026-09-21","passed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldCancelOrder"
"","1","shouldDeleteUserNote(String) Close issue via api","","2026-09-21","passed","2026-09-21","","io.demo.IssuesRestTest","io.demo.IssuesRestTest","shouldDeleteUserNote"
"","1","Test different log destinations [4] Syslog","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogDestinations"
"","23","shouldSearchForDifferentProducts(String) Search for product: book","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchForDifferentProducts"
"","1002","Generate reports for different user roles [1] Admin","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateReportsForDifferentUserRoles"
"","1001","Export reports in different formats [5] JSON","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldExportReportsInDifferentFormats"
"","1","shouldSendNotificationViaChannel(String) Send notification via: telegram","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldSendNotificationViaChannel"
"","0","shouldTestProductVariants(String) Test product variants for: Material","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldTestProductVariants"
"","2","Test different log destinations [1] Console","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogDestinations"
"","0","Test different log management features [3] Archiving","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogManagementFeatures"
"","1","shouldGetProductById(int) Get product by ID: 29","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldGetProductById"
"","2","shouldCheckProductDimensions(String) Check product dimensions for: Large","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldCheckProductDimensions"
"","1001","Generate reports in different languages [2] Spanish","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateReportsInDifferentLanguages"
"","1","shouldDeleteUserNote(String) Close issue via api","","2026-09-21","passed","2026-09-21","","io.demo.IssuesRestTest","io.demo.IssuesRestTest","shouldDeleteUserNote"
"","1","shouldDeleteNotificationById(int) Delete notification with ID: 108","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldDeleteNotificationById"
"","1","shouldUpdateOrderStatus(String, String) Update order Order D status to cancelled","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldUpdateOrderStatus"
"","1002","Failed login attempts should be logged","","2026-09-21","passed","2026-09-21","","io.demo.SecurityTest","io.demo.SecurityTest","shouldLogFailedLoginAttempts"
"","3","shouldVerifyProductImages(String) Verify product images for: Front View","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldVerifyProductImages"
"","1002","shouldValidateCsrfToken(String) Test CSRF protection for: PATCH","","2026-09-21","passed","2026-09-21","","io.demo.SecurityTest","io.demo.SecurityTest","shouldValidateCsrfToken"
"","1","shouldCheckProductDimensions(String) Check product dimensions for: Extra Large","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldCheckProductDimensions"
"","2","Test API data synchronization","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationApiTest","io.demo.IntegrationApiTest","shouldTestApiDataSynchronization"
"","0","shouldTestProductVariants(String) Test product variants for: Pattern","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldTestProductVariants"
"","1001","shouldSortProductsBy(String) Sort products by: Popularity","","2026-09-21","passed","2026-09-21","","io.demo.ProductManagementTest","io.demo.ProductManagementTest","shouldSortProductsBy"
"","2","Test different log destinations [3] Database","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogDestinations"
"","1","shouldGetProductById(int) Get product by ID: 32","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldGetProductById"
"","0","shouldGetNotificationById(int) Get notification by ID: 86","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldGetNotificationById"
"","1","shouldGetNotificationById(int) Get notification by ID: 85","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldGetNotificationById"
"","1","Test different event delivery modes [2] Near Real-time","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventDeliveryModes"
"","24","shouldSearchWithCategoryFilter(String) Search with category filter: Health","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithCategoryFilter"
"","23","shouldSearchForDifferentProducts(String) Search for product: tablet","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchForDifferentProducts"
"","1002","shouldIntegrateWithPaymentMethod(String) Test payment method integration: Square","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithPaymentMethod"
"","2","shouldTestPaymentProcessing(String) Test payment processing for: credit_card","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldTestPaymentProcessing"
"","1024","shouldRejectDangerousFileTypes(String) Test file upload security for: .jsp","","2026-09-21","failed","2026-09-21","","io.demo.SecurityTest","io.demo.SecurityTest","shouldRejectDangerousFileTypes"
"","1","shouldDeleteOrderById(int) Delete order with ID: 79","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldDeleteOrderById"
"","1","shouldDeleteNotificationById(int) Delete notification with ID: 100","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldDeleteNotificationById"
"","1","shouldVerifyShippingAddress(String) Verify shipping address for: Home","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldVerifyShippingAddress"
"","24","shouldSearchWithSortOption(String) Search with sort option: Newest","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithSortOption"
"","1002","Test different mobile screen resolutions [2] 375x667","","2026-09-21","passed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileScreenResolutions"
"","1006","shouldCreateOrderWithMultipleItems(int) Create order with 1 items","","2026-09-21","passed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldCreateOrderWithMultipleItems"
"","0","shouldDeleteNotificationById(int) Delete notification with ID: 99","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldDeleteNotificationById"
"","3","Test different event storage backends [2] Message Queue","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventStorageBackends"
"","1003","Generate different report types [1] Sales, Revenue","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateDifferentReportTypes"
"","3","Test database connection","","2026-09-21","passed","2026-09-21","","io.demo.DatabaseTest","io.demo.DatabaseTest","shouldTestDatabaseConnection"
"","1025","shouldCreateOrderWithMultipleItems(int) Create order with 10 items","","2026-09-21","failed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldCreateOrderWithMultipleItems"
"","4","shouldCreateUserNote(String) Create issue via api First Note","","2026-09-21","passed","2026-09-21","","io.demo.IssuesRestTest","io.demo.IssuesRestTest","shouldCreateUserNote"
"","2","shouldCreateOrderViaApi(String) Create order with status: pending","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldCreateOrderViaApi"
"","23","shouldSearchForDifferentProducts(String) Search for product: camera","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchForDifferentProducts"
"","1","shouldCreateNotificationTemplate(String) Create notification template: Stock Alert","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldCreateNotificationTemplate"
"","1003","Generate reports for different time periods [1] Daily","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateTimeBasedReports"
"","23","shouldSearchWithAvailabilityFilter(String) Search with availability filter: In Stock","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithAvailabilityFilter"
"","1002","Test different mobile notification types [3] Email","","2026-09-21","passed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileNotificationTypes"
"","1002","shouldIntegrateWithPaymentMethod(String) Test payment method integration: Adyen","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithPaymentMethod"
"","1","shouldDeleteOrderById(int) Delete order with ID: 73","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldDeleteOrderById"
"","1005","Validate user input data","","2026-09-21","passed","2026-09-21","","io.demo.DataValidationTest","io.demo.DataValidationTest","shouldValidateUserInputData"
"","2","Test different event storage backends [4] Memory","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventStorageBackends"
"","1025","shouldCreateOrderWithMultipleItems(int) Create order with 5 items","","2026-09-21","failed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldCreateOrderWithMultipleItems"
"","1","shouldDeleteNotificationById(int) Delete notification with ID: 104","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldDeleteNotificationById"
"","1","Test different log formats [5] Binary","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogFormats"
"","1002","shouldTestOrderNotifications(String) Test order notifications: Push","","2026-09-21","passed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldTestOrderNotifications"
"","1","shouldGetProductById(int) Get product by ID: 35","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldGetProductById"
"","1","Test different log analysis features [5] Reporting","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogAnalysisFeatures"
"","1001","shouldValidateProductImage(String) Validate product image for: Product D","","2026-09-21","passed","2026-09-21","","io.demo.ProductManagementTest","io.demo.ProductManagementTest","shouldValidateProductImage"
"","1002","shouldIntegrateWithAnalytics(String) Test analytics integration: VWO","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithAnalytics"
"","1002","shouldTestOrderNotifications(String) Test order notifications: SMS","","2026-09-21","passed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldTestOrderNotifications"
"","1025","Test different mobile network conditions [1] 2G","","2026-09-21","failed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileNetworkConditions"
"","1","Test different event storage backends [5] Distributed Cache","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventStorageBackends"
"","0","shouldFilterOrdersByDate(String) Filter orders by date range: last_month","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldFilterOrdersByDate"
"","1002","shouldValidateCsrfToken(String) Test CSRF protection for: DELETE","","2026-09-21","passed","2026-09-21","","io.demo.SecurityTest","io.demo.SecurityTest","shouldValidateCsrfToken"
"","1001","shouldTestPaymentMethod(String) Test payment method: Bank Transfer","","2026-09-21","passed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldTestPaymentMethod"
"","1","shouldVerifyProductImages(String) Verify product images for: Package View","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldVerifyProductImages"
"","60002","Some test","","2026-09-21","passed","2026-09-21","","TTempTests.class unit tests","io.demo.MyExamples","test1667306661111"
"","1002","shouldTestShippingMethod(String) Test shipping method: Economy","","2026-09-21","passed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldTestShippingMethod"
"","1002","Test notification delivery","","2026-09-21","passed","2026-09-21","","io.demo.NotificationSystemTest","io.demo.NotificationSystemTest","shouldTestAdvancedFunctionality"
"","1003","shouldIntegrateWithInventorySystem(String) Test inventory system integration: Oracle","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithInventorySystem"
"","23","shouldSearchWithBrandFilter(String) Search with brand filter: Sony","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithBrandFilter"
"","0","shouldValidateNotificationContent(String) Validate notification content for: Template","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldValidateNotificationContent"
"","1","shouldCreateProductViaApi(String) Create product with category: Automotive","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldCreateProductViaApi"
"","1","shouldFilterOrdersByDate(String) Filter orders by date range: this_year","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldFilterOrdersByDate"
"","1","Test different event error handling strategies [3] Circuit Breaker","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventErrorHandlingStrategies"
"","1","shouldValidateNotificationContent(String) Validate notification content for: Rich Text","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldValidateNotificationContent"
"","1003","Payment gateway integration should work","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithPaymentGateway"
"","1","shouldCheckOrderItems(String) Check order items for: Subscription Order","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldCheckOrderItems"
"","1","Test different event processing features [2] Routing","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventProcessingFeatures"
"","1002","Generate regional reports [3] East","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateRegionalReports"
"","1","shouldSearchProductsByBrand(String) Search products by brand: Samsung","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldSearchProductsByBrand"
"","1002","Test different mobile gestures [4] Long Press","","2026-09-21","passed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileGestures"
"","1024","shouldRejectDangerousFileTypes(String) Test file upload security for: .exe","","2026-09-21","failed","2026-09-21","","io.demo.SecurityTest","io.demo.SecurityTest","shouldRejectDangerousFileTypes"
"","1","shouldCreateOrderViaApi(String) Create order with status: cancelled","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldCreateOrderViaApi"
"","1","shouldSearchProductsByBrand(String) Search products by brand: Dell","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldSearchProductsByBrand"
"","1","Test different event observability features [5] Auditing","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventObservabilityFeatures"
"","1002","shouldIntegrateWithPaymentMethod(String) Test payment method integration: PayPal","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithPaymentMethod"
"","1","shouldTestNotificationDelivery(String) Test notification delivery for: recurring","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldTestNotificationDelivery"
"","23","shouldSearchForDifferentProducts(String) Search for product: mouse","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchForDifferentProducts"
"","23","shouldSearchWithRatingFilter(String) Search with rating filter: 1 stars","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithRatingFilter"
"","1002","shouldIntegrateWithAnalytics(String) Test analytics integration: Crazy Egg","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithAnalytics"
"","0","shouldTestNotificationDelivery(String) Test notification delivery for: conditional","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldTestNotificationDelivery"
"","1025","Test different mobile gestures [2] Swipe","","2026-09-21","failed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileGestures"
"","1025","shouldCreateOrderWithMultipleItems(int) Create order with 2 items","","2026-09-21","failed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldCreateOrderWithMultipleItems"
"","1002","Generate reports for different time periods [3] Monthly","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateTimeBasedReports"
"","22","shouldSearchWithBrandFilter(String) Search with brand filter: HP","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithBrandFilter"
"","1002","Generate reports for different user roles [3] Analyst","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateReportsForDifferentUserRoles"
"","1","shouldTestPaymentProcessing(String) Test payment processing for: paypal","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldTestPaymentProcessing"
"","1002","shouldTestDeliveryDate(String, String) Test delivery date: Next Week","","2026-09-21","passed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldTestDeliveryDate"
"","0","shouldGetNotificationById(int) Get notification by ID: 82","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldGetNotificationById"
"","4","shouldGetNotificationById(int) Get notification by ID: 81","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldGetNotificationById"
"","1025","shouldIntegrateWithSocialMedia(String) Test social media integration: TikTok","","2026-09-21","failed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithSocialMedia"
"","1","shouldCheckOrderItems(String) Check order items for: Single Item","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldCheckOrderItems"
"","1","shouldTestPaymentProcessing(String) Test payment processing for: google_pay","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldTestPaymentProcessing"
"","1","Test different log analysis features [3] Aggregation","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogAnalysisFeatures"
"","1024","Generate reports for different user roles [4] Viewer","","2026-09-21","failed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateReportsForDifferentUserRoles"
